ProviderNumber(String),HospitalName(String),City(String),State(String),ZIPCode(String),CountyName(String),PhoneNumber(String),HospitalType(String),HospitalOwner(String),EmergencyService(String),Condition(String),MeasureCode(String),MeasureName(String),Sample(String),StateAvg(String)
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,5 patients,AL_AMI-1
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,2 patients,AL_AMI-2
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,AL_AMI-3
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,AL_AMI-4
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,2 patients,AL_AMI-5
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,2053258100,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AL_AMI-7A
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AL_AMI-8A
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,59 patients,AL_HF-1
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,76 patients,AL_HF-2
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),14 patients,AL_HF-3
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,8 patients,AL_HF-4
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,85 patients,AL_PN-2
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,64 patients,AL_PN-3B
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,28 patients,AL_PN-4
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,87 patients,AL_PN-5C
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),57 patients,AL_PN-6
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,63 patients,AL_PN-7
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,11 patients,AL_SCIP-CARD-2
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,101 patients,AL_SCIP-INF-1
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,101 patients,AL_SCIP-INF-2
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100 patients,AL_SCIP-INF-3
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),123 patients,AL_SCIP-INF-6
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,77 patients,AL_SCIP-VTE-1
10018,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467,COVINGTON,3344933541,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,76 patients,AL_SCIP-VTE-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,1 patients,AL_AMI-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,AL_AMI-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),0 patients,AL_AMI-3
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,AL_AMI-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,1 patients,AL_AMI-5
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AL_AMI-7A
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AL_AMI-8A
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,26 patients,AL_HF-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,39 patients,AL_HF-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),8 patients,AL_HF-3
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,5 patients,AL_HF-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,16 patients,AL_PN-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,15 patients,AL_PN-3B
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,9 patients,AL_PN-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,21 patients,AL_PN-5C
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),21 patients,AL_PN-6
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,15 patients,AL_PN-7
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,1 patients,AL_SCIP-CARD-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,2 patients,AL_SCIP-INF-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,2 patients,AL_SCIP-INF-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),2 patients,AL_SCIP-INF-3
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),4 patients,AL_SCIP-INF-6
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,4 patients,AL_SCIP-VTE-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049,CRENSHAW,3343353374,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,4 patients,AL_SCIP-VTE-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,6 patients,AL_AMI-1
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,AL_AMI-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,AL_AMI-3
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2 patients,AL_AMI-4
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3 patients,AL_AMI-5
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AL_AMI-7A
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AL_AMI-8A
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,35 patients,AL_HF-1
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,42 patients,AL_HF-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),10 patients,AL_HF-3
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,12 patients,AL_HF-4
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,44 patients,AL_PN-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,30 patients,AL_PN-3B
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,25 patients,AL_PN-4
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,51 patients,AL_PN-5C
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),45 patients,AL_PN-6
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,30 patients,AL_PN-7
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,3 patients,AL_SCIP-CARD-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,6 patients,AL_SCIP-INF-1
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,7 patients,AL_SCIP-INF-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),5 patients,AL_SCIP-INF-3
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream - not a razor),11 patients,AL_SCIP-INF-6
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640,MORGAN,2567736511,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,9 patients,AL_SCIP-VTE-1
