age(String),workclass(String),fnlwgt(String),education(String),education_num(String),marital_status(String),occupation(String),relationship(String),race(String),sex(String),capital_gain(String),capital_loss(String),hours_per_week(String),nativecountry(String),class(String)
17,private,191260,9th,5,never-married,other-service,own-child,white,male,1055,0,24,united-states,<=50k
50,self-emp-not-inc,30653,masters,14,married-civ-spouse,farming-fishing,husband,white,male,2407,0,98,united-states,<=50k
27,local-gov,209109,masters,14,never-married,prof-specialty,own-child,white,male,0,0,35,united-states,<=50k
30,private,70377,hs-grad,9,divorced,prof-specialty,own-child,white,female,0,0,40,united-states,<=50k
43,private,477983,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,black,male,0,0,40,united-states,<=50k
44,private,170924,some-college,10,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k
35,private,190174,some-college,10,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
25,private,193787,some-college,10,never-married,tech-support,own-child,white,female,0,0,40,united-states,<=50k
24,private,279472,some-college,10,married-civ-spouse,machine-op-inspct,wife,white,female,7298,0,48,united-states,>50k
22,private,34918,bachelors,13,never-married,prof-specialty,not-in-family,white,female,0,0,15,germany,<=50k
42,local-gov,97688,some-college,10,married-civ-spouse,craft-repair,husband,white,male,5178,0,40,united-states,>50k
34,private,175413,assoc-acdm,12,divorced,sales,unmarried,black,female,0,0,45,united-states,<=50k
60,private,173960,bachelors,13,divorced,prof-specialty,not-in-family,white,female,0,0,42,united-states,<=50k
21,private,205759,hs-grad,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
57,federal-gov,425161,masters,14,married-civ-spouse,sales,husband,white,male,15024,0,40,united-states,>50k
41,private,220531,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,>50k
50,private,176609,some-college,10,divorced,other-service,not-in-family,white,male,0,0,45,united-states,<=50k
25,private,371987,bachelors,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
50,private,193884,7th-8th,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,ecuador,<=50k
36,private,200352,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,<=50k
31,private,127595,hs-grad,9,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,<=50k
29,local-gov,220419,bachelors,13,never-married,protective-serv,not-in-family,white,male,0,0,56,united-states,<=50k
21,private,231931,some-college,10,never-married,sales,own-child,white,male,0,0,45,united-states,<=50k
27,private,248402,bachelors,13,never-married,tech-support,unmarried,black,female,0,0,40,united-states,<=50k
65,private,111095,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,16,united-states,<=50k
37,self-emp-inc,57424,bachelors,13,divorced,sales,not-in-family,white,female,0,0,60,united-states,<=50k
39,?,157443,masters,14,married-civ-spouse,?,wife,asian-pac-islander,female,3464,0,40,?,<=50k
24,private,278130,hs-grad,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,<=50k
38,private,169469,hs-grad,9,divorced,sales,not-in-family,white,male,0,0,80,united-states,<=50k
48,private,146268,bachelors,13,married-civ-spouse,adm-clerical,husband,white,male,7688,0,40,united-states,>50k
21,private,153718,some-college,10,never-married,other-service,not-in-family,asian-pac-islander,female,0,0,25,united-states,<=50k
31,private,217460,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,>50k
55,private,238638,hs-grad,9,married-civ-spouse,sales,husband,white,male,4386,0,40,united-states,>50k
24,private,303296,some-college,10,married-civ-spouse,adm-clerical,wife,asian-pac-islander,female,0,0,40,laos,<=50k
43,private,173321,hs-grad,9,divorced,adm-clerical,not-in-family,white,female,0,0,40,united-states,<=50k
26,private,193945,assoc-acdm,12,never-married,tech-support,not-in-family,white,male,0,0,45,united-states,<=50k
46,private,83082,assoc-acdm,12,never-married,prof-specialty,not-in-family,white,female,0,0,33,united-states,<=50k
35,private,193815,assoc-acdm,12,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
41,self-emp-inc,34987,some-college,10,married-civ-spouse,farming-fishing,husband,white,male,0,0,54,united-states,>50k
26,private,59306,bachelors,13,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
34,private,142897,masters,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,7298,0,35,taiwan,>50k
19,?,860348,some-college,10,never-married,?,own-child,black,female,0,0,25,united-states,<=50k
36,self-emp-not-inc,205607,bachelors,13,divorced,prof-specialty,not-in-family,black,female,0,0,40,united-states,>50k
22,private,199698,some-college,10,never-married,sales,own-child,white,male,0,0,15,united-states,<=50k
24,private,191954,some-college,10,never-married,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
77,self-emp-not-inc,138714,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,<=50k
22,private,399087,5th-6th,3,married-civ-spouse,machine-op-inspct,other-relative,white,female,0,0,40,mexico,<=50k
29,private,423158,some-college,10,never-married,tech-support,not-in-family,white,female,0,0,40,united-states,<=50k
62,private,159841,hs-grad,9,widowed,other-service,not-in-family,white,female,0,0,24,united-states,<=50k
39,self-emp-not-inc,174308,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,<=50k
43,private,50356,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,1485,50,united-states,<=50k
35,private,186110,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,45,united-states,<=50k
29,private,200381,11th,7,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,<=50k
76,self-emp-not-inc,174309,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,0,10,united-states,<=50k
63,self-emp-not-inc,78383,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,<=50k
23,?,211601,assoc-voc,11,never-married,?,own-child,black,female,0,0,15,united-states,<=50k
43,private,187728,some-college,10,married-civ-spouse,prof-specialty,wife,white,female,0,1887,50,united-states,>50k
58,self-emp-not-inc,321171,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,<=50k
66,private,127921,hs-grad,9,never-married,transport-moving,not-in-family,white,male,2050,0,55,united-states,<=50k
41,private,206565,some-college,10,never-married,craft-repair,not-in-family,black,male,0,0,45,united-states,<=50k
26,private,224563,bachelors,13,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,<=50k
47,private,178686,assoc-voc,11,never-married,other-service,not-in-family,white,male,0,0,40,united-states,<=50k
55,local-gov,98545,10th,6,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
53,private,242606,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,<=50k
17,private,270942,5th-6th,3,never-married,other-service,other-relative,white,male,0,0,48,mexico,<=50k
30,private,94235,hs-grad,9,never-married,craft-repair,other-relative,white,male,0,0,40,united-states,<=50k
49,private,71195,masters,14,never-married,prof-specialty,not-in-family,white,male,0,0,60,united-states,<=50k
19,private,104112,hs-grad,9,never-married,sales,unmarried,black,male,0,0,30,haiti,<=50k
45,private,261192,hs-grad,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,<=50k
26,private,94936,assoc-acdm,12,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
38,private,296478,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,7298,0,40,united-states,>50k
36,state-gov,119272,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,7298,0,40,united-states,>50k
33,private,85043,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,0,20,united-states,<=50k
22,state-gov,293364,some-college,10,never-married,protective-serv,own-child,black,female,0,0,40,united-states,<=50k
43,self-emp-not-inc,241895,bachelors,13,never-married,sales,not-in-family,white,male,0,0,42,united-states,<=50k
67,?,36135,11th,7,married-civ-spouse,?,husband,white,male,0,0,8,united-states,<=50k
30,?,151989,assoc-voc,11,divorced,?,unmarried,white,female,0,0,40,united-states,<=50k
56,private,101128,assoc-acdm,12,married-spouse-absent,other-service,not-in-family,white,male,0,0,25,iran,<=50k
31,private,156464,bachelors,13,never-married,prof-specialty,own-child,white,male,0,0,25,united-states,<=50k
33,private,117963,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
26,private,192262,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,0,40,united-states,<=50k
33,private,111363,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,>50k
46,local-gov,329752,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,0,30,united-states,<=50k
59,?,372020,bachelors,13,married-civ-spouse,?,husband,white,male,0,0,40,united-states,>50k
38,federal-gov,95432,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,>50k
65,private,161400,11th,7,widowed,other-service,unmarried,other,male,0,0,40,united-states,<=50k
40,private,96129,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,>50k
42,private,111949,hs-grad,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,35,united-states,<=50k
26,self-emp-not-inc,117125,9th,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,portugal,<=50k
36,private,348022,10th,6,married-civ-spouse,other-service,wife,white,female,0,0,24,united-states,<=50k
62,private,270092,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,>50k
43,private,180609,bachelors,13,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,<=50k
43,private,174575,bachelors,13,divorced,exec-managerial,not-in-family,white,male,0,1564,45,united-states,>50k
22,private,410439,hs-grad,9,married-spouse-absent,sales,not-in-family,white,male,0,0,55,united-states,<=50k
28,private,92262,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
56,self-emp-not-inc,183081,some-college,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,<=50k
22,private,362589,assoc-acdm,12,never-married,sales,not-in-family,white,female,0,0,15,united-states,<=50k
57,private,212448,bachelors,13,divorced,exec-managerial,not-in-family,white,female,0,0,45,united-states,>50k
39,private,481060,hs-grad,9,divorced,sales,unmarried,white,female,0,0,40,united-states,<=50k
26,federal-gov,185885,some-college,10,never-married,adm-clerical,unmarried,white,female,0,0,15,united-states,<=50k
17,private,89821,11th,7,never-married,other-service,own-child,white,male,0,0,10,united-states,<=50k
40,state-gov,184018,assoc-voc,11,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,38,united-states,>50k
45,private,256649,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,black,male,0,0,40,united-states,<=50k
44,private,160323,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,0,40,united-states,<=50k
20,local-gov,350845,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,10,united-states,<=50k
33,private,267404,hs-grad,9,married-civ-spouse,craft-repair,wife,white,female,0,0,40,united-states,<=50k
23,private,35633,some-college,10,never-married,sales,not-in-family,white,male,0,0,40,united-states,<=50k
46,self-emp-not-inc,80914,masters,14,divorced,exec-managerial,not-in-family,white,male,0,0,30,united-states,<=50k
38,private,172927,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,0,50,united-states,<=50k
54,private,174319,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,0,40,united-states,<=50k
46,private,214955,5th-6th,3,divorced,craft-repair,not-in-family,white,female,0,2339,45,united-states,<=50k
25,private,344991,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,<=50k
46,private,108699,some-college,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,<=50k
36,local-gov,117312,some-college,10,married-civ-spouse,transport-moving,wife,white,female,0,0,40,united-states,<=50k
23,private,396099,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,25,united-states,<=50k
29,private,134152,hs-grad,9,separated,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,<=50k
44,private,162028,some-college,10,married-civ-spouse,adm-clerical,wife,white,female,0,2415,6,united-states,>50k
19,private,25429,some-college,10,never-married,adm-clerical,own-child,white,female,0,0,16,united-states,<=50k
19,private,232392,hs-grad,9,never-married,other-service,other-relative,white,female,0,0,40,united-states,<=50k
35,private,220098,hs-grad,9,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,>50k
27,private,301302,bachelors,13,never-married,craft-repair,not-in-family,white,male,0,0,50,united-states,<=50k
46,self-emp-not-inc,277946,assoc-acdm,12,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,<=50k
34,state-gov,98101,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,7688,0,45,?,>50k
34,private,196164,hs-grad,9,never-married,other-service,not-in-family,white,female,0,0,35,united-states,<=50k
44,private,115562,some-college,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,<=50k
45,private,96975,some-college,10,divorced,handlers-cleaners,unmarried,white,female,0,0,40,united-states,<=50k
20,?,137300,hs-grad,9,never-married,?,other-relative,white,female,0,0,35,united-states,<=50k
25,private,86872,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,>50k
52,self-emp-inc,132178,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,>50k
20,private,416103,some-college,10,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,<=50k
28,private,108574,some-college,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,<=50k
50,state-gov,288353,bachelors,13,married-civ-spouse,protective-serv,husband,white,male,0,0,40,united-states,>50k
34,private,227689,assoc-voc,11,divorced,tech-support,not-in-family,white,female,0,0,64,united-states,<=50k
28,private,166481,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,other,male,0,2179,40,puerto-rico,<=50k
41,private,445382,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,65,united-states,>50k
28,private,110145,hs-grad,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,<=50k
46,self-emp-not-inc,317253,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,0,25,united-states,<=50k
28,?,123147,some-college,10,married-civ-spouse,?,wife,white,female,0,1887,40,united-states,>50k
32,private,364657,some-college,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,<=50k
41,local-gov,42346,some-college,10,divorced,other-service,not-in-family,black,female,0,0,24,united-states,<=50k
24,private,241951,hs-grad,9,never-married,handlers-cleaners,unmarried,black,female,0,0,40,united-states,<=50k
33,private,118500,some-college,10,divorced,exec-managerial,unmarried,white,female,0,0,40,united-states,<=50k
46,private,188386,doctorate,16,married-civ-spouse,exec-managerial,husband,white,male,15024,0,60,united-states,>50k
31,state-gov,1033222,some-college,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,<=50k
